-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,15122,15123,15123,15123,15123,15123,15123,15123,15123,15123,15123,15124,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,15122,15123,15123,15661,11367,11367,11367,11367,11367,11367,11367,11367,11367,11367,15660,15123,15123,15124,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,15392,11367,11367,11367,11637,11637,11637,11637,11637,11637,11637,11637,11637,11637,11367,11367,11367,15394,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,15392,11637,11637,11637,18914,18914,18914,18914,18914,18914,18914,18914,18914,18914,11637,11637,11637,15394,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,15392,18917,18917,18917,18914,18914,18914,18914,18914,18914,18914,18914,18914,18914,18917,18917,18917,15394,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,15392,18917,18917,18917,18914,18914,18914,18914,18914,18914,18914,18914,18914,18914,18917,18917,18917,15394,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,15143,15392,18917,18917,18917,18914,18914,18914,18914,18914,18914,18914,18914,18914,18914,18917,18917,18917,15394,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,15392,18917,18917,18917,18914,18914,18914,18914,18914,18914,18914,18914,18914,18914,18917,18917,18917,15394,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,15662,15663,15663,15391,18914,18914,18914,18914,18914,18914,18914,18914,18914,18914,15390,15663,15663,15664,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,15662,15663,15663,15663,15663,15663,15663,15663,15663,15663,15663,15664,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
